title,price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,date_posted
"PORSCHE CAYENNE S 4.8L V8 400hp, SILVER 2014, FSH, GCC.","119,000",122000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,Silver, Dubai,S,porsche,cayenne,14/03/2022
"Only whatsap pls, Dodge Ran TRX GCC under warranty in excellent condition.","425,000",1950,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,,Grey, Dubai,TRX,dodge,ram,12/05/2022
TESLA MODEL 3 2021 - PERFORMANCE - GCC - FULLY LOADED - EXCELLENT CONDITION,"245,000",30000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,,Automatic Transmission,GCC Specs,400 - 500 HP,Electric,Left Hand Side,2021,White, Dubai,Standard,tesla,model-3,18/03/2022
LEXUS ISF 2014,"92,000",92000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,Blue,Dubai,Platinum,lexus,is-f,29/04/2022
"AED 1,888 monthly | Warranty | Flexible D.P. | Kia Stinger GT 3.3L 2018 GCC","119,000",46000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018,White, Dubai,GT (3.3 L),kia,stinger,08/05/2022
EXCELLENT CONDITION INFINITY QX56 V8 ’ DVD SCREEN ‘’ HIGHEST RANGE ‘’ 100% ACCIDENT FREE ‘’ GCC,"87,000",100000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2014,White, Dubai,Other,infiniti,qx56,08/04/2022
AED2659/month | 2018 GMC Sierra Denali 6.2L | GCC specifications | Ref#1614,"140,000",96177,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018,White, Dubai,Denali,gmc,sierra,20/12/2021
DODGE RAM 1500 5.7L HEMI  // GCC SPECS // LOW MILEAGE,"52,500",141000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2012,White, Dubai,Other,dodge,ram,08/12/2021
"ROLLS ROYCE CULLINAN, 2022, FULL OPTIONS, ZERO KM","2,399,000",50,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,Standard,rolls-royce,cullinan,13/04/2022
2021 | BRAND NEW | PORSCHE 911 TURBO S WITH SPORTS KIT | CARBON FIBRE | GCC SPECS | WARRANTY,"1,089,000",66,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2021,Silver, Dubai,Turbo S,porsche,carrera,29/11/2021
BRAND NEW CONDITION British expat owner,"79,000",67542,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012,White, Dubai,HSE,land-rover,range-rover,12/05/2022
"Dodge Durango GT Plus V6, 2017, GCC, Full Options, Very well maintained","77,000",159000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,Grey, Dubai,GT Plus,dodge,durango,12/05/2022
toyota land-cruiser,"115,000",260000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012,White, Abu Dhabi,VXR,toyota,land-cruiser,08/05/2022
2018 MUSTANG/ UNDER WARRANTY WITH ONE YEAR SERVICE CONTRACT,"67,500",45000,"No accidents, very few faults",Perfect inside and out,Owner,Soft Top Convertible,4,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2018,Red, Dubai,Ecoboost Premium,ford,mustang,03/03/2022
Jeep Grand Cherokee L Limited V6 2021 Agency Warranty GCC Brand New,"220,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021,Black, Dubai,Limited,jeep,grand-cherokee,05/05/2022
BEST DEAL = MERCEDES GL500 4MATIC = FREE REGISTRATION = WARRANTY = OFFER 0 DOWNPAYMENT,"110,000",175000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Black, Dubai,GL 500 4matic,mercedes-benz,gl-class,12/01/2022
Inspected Car | 2013 Porsche Panamera GTS 4.8L | GCC Specifications | Ref #1157,"98,000",150035,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013,Grey, Dubai,GTS,porsche,panamera,06/12/2021
SUZUKI SWIFT - GCC - EXCELLENT CONDITION,"48,000",47000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2020,Red, Sharjah,Other,suzuki,swift,30/04/2022
BMW X6 2016 M SPORT KIT V6 3.5L XDRIVE  GCC AGMC FULL OPTION - ORGINAL PAINT 100 %,"114,000",193500,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,White, Dubai,Xdrive35i Executive,bmw,x6,04/04/2022
Inspected Car | 2014 Suzuki Kizashi 2.4L | GCC Specifications | Ref#8615,"28,000",97307,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014,Grey, Abu Dhabi,Other,suzuki,kizashi,13/03/2022
Dodge Challenger SRT 6.4 with a Whipple supercharger 2.9 2015 Gcc,"100,000",75000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2015,Black, Abu Dhabi,Srt8,dodge,challenger,04/05/2022
"AED 1,888 monthly | Warranty | Flexible D.P. | BMW 730 Li 2015 GCC","119,000",54000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,Grey, Dubai,730Li,bmw,7-series,06/05/2022
2019 FORD MUSTANG WITH ONE YEAR WARRANTY,"68,000",38000,Perfect inside and out,Perfect inside and out,Owner,Coupe,3,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2019,Red, Dubai,Premium,ford,mustang,21/04/2022
"MINI COOPER JCW 2020 - GCC - 16,000 km - WARRANTY AND SERVICE CONTRACT - BRAND NEW CONDITION","178,000",16000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020,Green, Dubai,John Cooper Works,mini,countryman,14/04/2022
Ford Expedtion 2015. GCC,"59,000",231000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Black, Dubai,XLT,ford,expedition,01/05/2022
"AED 1,410 monthly | Warranty | Flexible D.P. | BMW 520i 2015 GCC","89,000",80000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015,Grey, Dubai,520i,bmw,5-series,04/05/2022
Only whatsap G63 AMG GCC From Gargash 5 years warranty and free service package.,"1,060,000",0,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,Black, Dubai,G 63 AMG,mercedes-benz,g-class,01/04/2022
DODGE RAM _HEMI_5.7LITER 2018,"70,000",141154,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,North American Specs,500 - 600 HP,Gasoline,Left Hand Side,2018,White, Ajman,1500 Laramie Crew,dodge,ram,12/05/2022
AED2100/month | 2015 Dodge Charger SXT Plus 3.6L | Full Dodge Service History | GCC Specs | Ref#8463,"59,999",132537,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,Black, Dubai,SXT Plus,dodge,charger,10/03/2022
GCC BMW X5 3.0SI V6 Full Option In Excellent Condition,"24,500",157000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2008,Black, Dubai,3.0si,bmw,x5,27/04/2022
Mercedes-Benz G 63 AMG 2022 with Interior Carbon Fiber,"1,000,000",36,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,,White, Dubai,G 63 AMG,mercedes-benz,g-class,15/03/2022
C63 AMG 2012,"88,000",127000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,Japanese Specs,400 - 500 HP,Gasoline,Left Hand Side,2012,White, Dubai,C63 AMG,mercedes-benz,c-class,19/04/2022
(LHD) Toyota Land Cruiser 300 GXR 3.5P with 360 Camera AT MY2022 – Blue (VC: LC3003.5P_10),"345,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,400 - 500 HP,Gasoline,Left Hand Side,,Blue, Dubai,GXR,toyota,land-cruiser,02/02/2022
Brand New Ram 2021 Diesel zero KM,"149,000",100,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,North American Specs,300 - 400 HP,Diesel,Left Hand Side,2021,White, Dubai,1500 Laramie Crew,dodge,ram,28/02/2022
Jeep wrangler unlimited 2013,"58,000",222769,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Manual Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,White, Sharjah,Sport,jeep,wrangler-unlimited,12/05/2022
Inspected Car | 2012 Mercedes-Benz S 500 BlueEfficiency 5.5L | GCC Specifications | Ref#8469,"70,000",141868,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012,White, Dubai,S 500,mercedes-benz,s-class,14/03/2022
NISSAN PATROL SE V8 MODEL 2015 - GCC SPECIFICATION,"129,500",99000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015,Gold, Dubai,SE,nissan,patrol,12/05/2022
Ford Figo 2017 GCC - Sedan,"22,300",170000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2017,White, Sharjah,Trend,ford,figo,10/05/2022
LAMBORGHINI AVENTADOR SVJ ROADSTER 2021,"2,930,000",455,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sports Car,12,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2021,Grey, Dubai,Other,lamborghini,aventador,07/04/2022
Chevrolet Impala - V6 - Perfect Condition - ASSIST AND FACILITY IN DOWN PAYMENT 560 AED/MONTHLY - 1,"47,900",45461,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2019,Silver, Dubai,LT,chevrolet,impala,12/05/2022
Mitsubishi evolution 8 MR for sale,"140,000",124000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Manual Transmission,North American Specs,400 - 500 HP,Gasoline,Left Hand Side,2005,Silver, Dubai,Other,mitsubishi,evolution,13/05/2022
Range Rover Sport HSE Dynamic V6 supercharged  GCC Under warranty from agency,"529,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,Black, Dubai,HSE Dynamic,land-rover,range-rover-sport,06/04/2022
AED2732/month | 2016 Nissan Patrol LE Platinum 5.6L | Full Nissan Service | GCC Specs | Ref#12917,"149,000",97030,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016,Black, Dubai,LE Platinum,nissan,patrol,27/04/2022
"2015 Jaguar XF 3.0SC, Full Service History, Warranty, GCC","77,000",108401,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Grey, Dubai,Luxury,jaguar,xf,24/01/2022
VERY LOW MILEAGE 2007 MERCEDES SLK 350,"35,000",97000,Perfect inside and out,"Minor faults, all fixed",Owner,Hard Top Convertible,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2006,Red, Dubai,SLK 350,mercedes-benz,slk-class,26/04/2022
"HYUNDAI 2017 ACCENT - 1.6L #DIESEL, KOREAN SPEC, ACCIDENT FREE with SCREEN","36,000",61956,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,Other,Less than 150 HP,Diesel,Left Hand Side,2017,Silver, Dubai,GL,hyundai,accent,20/04/2022
Porsche Cayman GTs 2016 Gcc top option for sales,"178,000",82000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,Red, Sharjah,GTS,porsche,cayman,29/04/2022
"WARRANTY AVAILABLE || Range Rover Vogue SE LWB Supercharged 2019 Silver-Black 6,000 KM","499,000",6000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2019,Silver, Dubai,Vogue SE,land-rover,range-rover,05/03/2022
AED2765/month | 2015 Jeep Grand Cherokee Summit 5.7L | GCC Specifications | Ref#6386,"79,000",163964,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,White, Dubai,Summit,jeep,grand-cherokee,19/02/2022
AED2017/Month | 2018 Jeep Wrangler Sport 3.6L | Full Jeep Service | GCC specs | Ref#9195,"110,000",33149,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,Red, Dubai,Sport,jeep,wrangler,03/05/2022
BMW X5 xDrive35i GCC 2014 MODEL,"88,000",151000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,White, Dubai,xDrive35i,bmw,x5,11/05/2022
GCC lady driven,"48,000",44000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018,Blue, Dubai,Lounge,fiat,fiat-500,05/05/2022
"AED 1,570 monthly | Warranty | Flexible D.P. | Volkswagen Touareg 2016 GCC","99,000",69000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,White, Dubai,Other,volkswagen,touareg,09/03/2022
Pajero for sale.,"49,000",151000,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015,Black, Dubai,GLS,mitsubishi,pajero,07/05/2022
VOLVO XC60 T5 MODEL 2013 GCC SPECS REF.6421,"37,000",170000,Perfect inside and out,Perfect inside and out,Owner,Crossover,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,White, Dubai,T5 Comfort,volvo,xc60,15/04/2022
AED1558/month | 2017 Toyota Fortuner EXR 2.7L | GCC Specifications | Ref#11610,"85,000",54545,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2017,White, Abu Dhabi,EXR,toyota,fortuner,13/04/2022
2022 BRAND NEW MERCEDES BENZ MAYBACH GLS 600 | REAR SEAT ENTERTAINMENT | WITH WARRANTY,"1,250,000",29,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,Other,mercedes-benz,gls-class,13/05/2022
Mine Cooper S JCW GP GCC 2017,"85,000",121000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2017,Red, Dubai,Cooper S JCW GP,mini,cooper,10/03/2022
"2013 Ferrari 458 Spider, Full Service History, Great options, GCC","675,000",50177,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2013,Yellow, Dubai,Standard,ferrari,458-spider,22/04/2022
ford ecosport 2020,"48,000",5000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,4,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2020,White, Sharjah,Other,ford,ecosport,25/04/2022
GLADIATOR ( WITH FOX SUSPENSION )  V-06 CLEAN CAR / WITH WARRANTY,"155,000",34707,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,Other,150 - 200 HP,Gasoline,Left Hand Side,2020,Red, Sharjah,Sport,jeep,gladiator,21/02/2022
GCC FORD FIESTA 2015 LOW MILEAGE,"20,000",120000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015,White, Dubai,Other,ford,fiesta,30/04/2022
Inspected Car | 2009 Mitsubishi Evolution  2.0L | GCC specifications | Ref#3459,"55,000",122177,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2009,Black, Dubai,Other,mitsubishi,evolution,14/01/2022
nissan patrol,"185,000",161000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017,White, Abu Dhabi,Nismo,nissan,patrol,04/04/2022
AED3645/month | 2015 Mercedes-Benz GL 500 4Matic 4.6L | GCC Specifications | Ref#6757,"99,000",164821,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015,White, Dubai,GL 500 4matic,mercedes-benz,gl-class,26/02/2022
SE SUPERCHARGED GCC FULL OPTION,"287,000",84000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2017,Black, Dubai,Vogue SE,land-rover,range-rover,30/03/2022
Inspected Car | 2007 Mercedes-Benz SLK 200 Kompressor 1.8L | GCC Specs | Ref#4551,"24,000",124891,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2007,Red, Dubai,SLK 200 Kompressor,mercedes-benz,slk-class,15/02/2022
"1,949 AED / MONTH -- VARIABLE DP -- C200 AMG","109,000",112000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016,White, Dubai,C200,mercedes-benz,c-class,12/05/2022
MERCEDES BENZ E350 AMG 2014 WITH WARRANTY AND FREE REGISTRATION,"59,000",140000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2014,Black, Dubai,E 350,mercedes-benz,e-class,22/04/2022
Free Resignation + Warranty | Easy Financing | 2018 M | Body Kit 2021 | V4 engine | 2.0L | (A356677),"184,999",54067,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,White, Dubai,E 300,mercedes-benz,e-class,14/04/2022
Maserati Ghibli S Q4 AS IS with Final check,"139,000",115000,"No accidents, very few faults",Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,Black, Dubai,Ghibli S Q4,maserati,ghibli,19/04/2022
dodge charger,"70,000",62000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,White, Sharjah,R/T,dodge,charger,19/02/2022
ROLLS ROYCE CULLINAN 2019 - GCC - UNDER AGENCY WARRANTY - SERVICE CONTRACT,"1,450,000",119000,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2019,White, Dubai,Other,rolls-royce,cullinan,28/04/2022
AED1035/Month | 2019 Honda Civic LX 1.6L | GCC specifications | Ref#11252,"69,000",80729,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019,White, Dubai,LX,honda,civic,11/04/2022
Inspected Car | 2013 Hyundai Sonata 2.0L | GCC Specifications | Ref#14021,"22,500",231575,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2013,Silver, Abu Dhabi,Other,hyundai,sonata,10/05/2022
Audi Q7 Quattro 2013 S line-GCC - 7 seats- well maintained,"49,000",178000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2013,Tan, Dubai,S-line,audi,q7,15/04/2022
BMW X5 2013,"39,000",112000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,Grey, Dubai,xDrive35i,bmw,x5,23/12/2021
2021 | LAMBORGHINI | KEYURUS | KEVANY,"1,899,000",7450,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,800 - 900 HP,Gasoline,Left Hand Side,2021,Yellow, Dubai,Other,lamborghini,urus,09/02/2022
Great condition,"22,000",120,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2013,Gold, Dubai,Other,hyundai,h1,08/04/2022
2019 Mercedes S63 AMG,"435,000",57000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,European Specs,Unknown,Gasoline,Left Hand Side,2019,Black, Sharjah,Other,mercedes-benz,amg,05/05/2022
Inspected Car | 2010 Audi S5 4.2L | GCC Specifications | Ref#760,"36,500",143507,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2010,Black, Dubai,Other,audi,s5rs5,17/01/2022
"WARRANTY AVAILABLE || Porsche 911 Turbo S 2022 Black-Black 5,000 KM","949,000",5000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,Turbo S,porsche,carrera,12/05/2022
LX600 3.5L LAUNCH EDITION 4-SEATER*EXPORT ONLY*,"970,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,Silver, Dubai,Other,lexus,lx600,30/03/2022
BMW 640i M style GCC V6 full service by agency,"83,000",92000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,White, Abu Dhabi,640i,bmw,6-series,13/05/2022
AED2318/month | 2015 Jaguar XF 2.0L | GCC Specifications | Ref#1974,"65,000",47989,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,Grey, Dubai,Other,jaguar,xf,26/12/2021
Inspected Car | 2012 BMW 750Li 4.4L Limited UAE 40 Years Edition | GCC specifications | Ref#9421,"65,000",151733,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2012,Black, Dubai,750Li,bmw,7-series,20/03/2022
2018 Nissan X-Trail 2.5L | GCC Specifications,"62,000",35000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,Grey, Sharjah,S,nissan,x-trail,29/04/2022
FROM OWNER MERCEDES S63 4 MATIC PLUS GCC SPEC,"365,000",135000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2018,White, Dubai,S 63 AMG,mercedes-benz,s-class,13/05/2022
Nissan pathfinder-2009-option 2 very good condition car,"17,000",183000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2009,Silver, Sharjah,S 4WD,nissan,pathfinder,23/04/2022
AUDI A3 ll 1.4 ll GCC ll WELL MAINTAINED,"49,890",142990,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2015,Silver, Dubai,Standard,audi,a3,30/04/2022
RANGE ROVER VOGUE HSE 2014 GCC,"162,000",108000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,Brown, Abu Dhabi,Vogue HSE,land-rover,range-rover,12/05/2022
toyota fj-cruiser,"39,500",161000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2009,Silver, Sharjah,GXR,toyota,fj-cruiser,11/05/2022
"PORSCHE CAYENNE GTS, 3.6L V6 440hp,  Black 2017","198,000",120000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,400 - 500 HP,Gasoline,Left Hand Side,2017,Black, Dubai,GTS,porsche,cayenne,13/12/2021
"2018 Ford F-150 Shelby, Ford Service History, Warranty, GCC","283,000",78588,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2018,Black, Dubai,Shelby,ford,f-series-pickup,05/04/2022
2020!! | ** Toyota Corolla **| ** Clean car ** | Metallic Black Color,"48,000",23455,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,Other,Less than 150 HP,Gasoline,Left Hand Side,2020,Black, Dubai,LE,toyota,corolla,12/05/2022
Toyota Fortuner 2014 GCC V4 7 Seater 4X4 Good Condition Car,"50,500",91000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014,White, Dubai,Exclusive,toyota,fortuner,17/04/2022
